tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Casa,venta,Usado,"Tunja, Boyaca","Tunja, San ignacio, Centro historico",220.00  m2 m²,3,2,$380.000.000,3,16 a 30 años,,,"Atos tiene disponible para la venta una hermosa casa en el centro de la ciudad, ubicada a solo cuatro cuadras de la Plaza de Bolívar. Esta espaciosa propiedad se distribuye en varios niveles para brindar comodidad y funcionalidad. En el sótano, encontrarás un baño con mueble y jacuzzi, mientras que en el primer piso, hay un garaje, sala-comedor, cocina integral, zona de ropas y un baño auxiliar. El segundo nivel alberga una habitación con baño y un hall, mientras que en el tercer nivel hay dos habitaciones y un baño. Además, cuenta con un altillo con baño privado. Esta casa ofrece una ubicación conveniente, cercana al centro, colegios y universidades. Se acepta permuta de menor valor en los municipios de Tunja, Barbosa o Jenesano. ¡Contáctanos para más detalles y agenda una visita!",Código Fincaraíz:,191273940,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273940,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Santa ines, Mesopotamia",251.00  m2 m²,4,3,$780.000.000,5,1 a 8 años,,", Canchas Deportivas, , Cerca centro comercial, , Cocina Integral, , Piso de alta resistencia, , Piso en Baldosa /  Mármol, , Terraza, , Trans. Público cercano, , Zona Comercial, , Zona Residencial, Descripción, Hermosa casa en sector norte cuenta con sala de doble altura, comedor, cuadro habitaciones una de ella con amplio Vestier, tres baños con lo mejor en acabados, zonas amplias, cuenta con patio de ropas y garaje doble., Código Fincaraíz:, 191273891, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Hermosa casa en sector norte cuenta con sala de doble altura, comedor, cuadro habitaciones una de ella con amplio Vestier, tres baños con lo mejor en acabados, zonas amplias, cuenta con patio de ropas y garaje doble.",,191273891,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273891,,
Casa,venta,Usado,"La florida, Tunja, Boyaca","Ub. florida parque, Tunja, Tunjuelito",220.00  m2 m²,5,4,$470.000.000,3,9 a 15 años,,", Amoblado, , Balcón, , Baño Auxiliar, , Baño Independiente, , Cancha de Baloncesto, , Cancha de Futbol, , Estudio, , Hall de Alcobas, , Instalación de gas, , Parques cercanos, , Piso en Baldosa /  Mármol, , Salón Comunal","Código: 8588FR884 ¡¡¡Ganga!!!! Excelente oportunidad de adquirir esta espectacular casa rentable de tres pisos en el barrio la Florida de la ciudad de Tunja, con fácil acceso de transporte público, a una cuadra de la avenida Oriental, cerca del nuevo centro comercial Shopping Center y colegios, los espacios están distribuidos así: primer piso con un salón amplio con entrada totalmente independiente el cual se puede adecuar como local comercial o apartaestudio ya que cuenta con baño privado, cocina y amplia zona de lavandería, el segundo piso consta de tres habitaciones una con baño privado, baño social, sala-comedor, cocina y amplia zona de lavandería y el tercer piso cuenta con dos habitaciones, una de ellas muy amplia con closet, baño privado, sala de estar, balcón, cocina y zona de lavandería; la casa se entrega encortinada.",Código Fincaraíz:,192123603,Casa 360,https://www.fincaraiz.com.co/casa-en-venta/192123603,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","El topo, Popular, Tunja",100.00  m2 m²,4,2,$195.000.000,3,16 a 30 años,,,"ATOS INMOBILIARIA vende un apartamento dúplex que consta de cuatro habitaciones, dos baños, cocina semi-integral, sala-comedor y zona de ropas. Ubicado en el centro de la ciudad de Tunja, este apartamento ofrece fácil acceso a vías principales, colegios y universidades, además de estar cerca del centro comercial Plaza Real.",,191274071,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191274071,,
Casa,venta,Usado,"La granja, Tunja, Boyaca","La granja, Tunja, Jose antonio galan",98.00  m2 m²,3,2,$275.000.000,3,9 a 15 años,,", Acceso Pavimentado, , Baño Auxiliar, , Calentador, , Cerca de Zona Urbana, , Closet, , Cochera, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Piso en Baldosa /  Mármol, , Sobre vía principal, , Trans. Público cercano","Código: 8989FR053 Excelente oportunidad de adquirir esta espectacular casa de dos pisos en el barrio la Granja de la ciudad de Tunja, con fácil acceso de transporte público, la casa cuenta con tres habitaciones, dos baños, sala-comedor, cocina integral, amplio patio de ropas, depósito y garaje para dos automóviles.",Código Fincaraíz:,192263264,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-la-granja-tunja/192263264,,
Casa,venta,Usado,"Cr. remanso de santa ines, Tunja, Boyaca","Cr. remanso de santa ines, Maldonado, Tunja",220.00  m2 m²,3,4,$500.000.000,5,16 a 30 años,,", Cocina Integral, , Colegios / Universidades, , Estudio, , Instalación de gas, , Parques cercanos, , Patio, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería, , Zona Residencial, Descripción, VENDO EXCELENTE CASA BARRIO REMANSOS DE SANTA INES-Tunja Área Construida: 220M2 Consta de sala con chimenea,  comedor independiente,  cocina integral,  cuarto de servicio con baño,  cocina integral,  patio de ropas,  garaje cubierto,  baño social. 2° Nivel: 3 habitaciones,  2 baños,  estudio con mueble de biblioteca y en 3° Nivel: Habitación principal con Vestier,  baño con tina y Terraza privada con zona BBQ y sala bastante amplia. Valor: ($500.000.000)., Código Fincaraíz:, 7705589, Consultar, INMOBILIARIA Y CONSTRUCTORA 2 MIL, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","VENDO EXCELENTE CASA BARRIO REMANSOS DE SANTA INES-Tunja Área Construida: 220M2 Consta de sala con chimenea,  comedor independiente,  cocina integral,  cuarto de servicio con baño,  cocina integral,  patio de ropas,  garaje cubierto,  baño social. 2° Nivel: 3 habitaciones,  2 baños,  estudio con mueble de biblioteca y en 3° Nivel: Habitación principal con Vestier,  baño con tina y Terraza privada con zona BBQ y sala bastante amplia. Valor: ($500.000.000).",,7705589,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/7705589,,
Casa,venta,Usado,"Tunja, Boyaca",Tunja,242.00  m2 m²,5,4,$635.000.000,5,1 a 8 años,,,"¡Gran oportunidad! Se vende casa en el barrio Remansos de la Sabana con un área de 242 m2. La casa de 3 pisos cuenta con 2 patios, uno interior, 4 baños y 2 habitaciones principales en el segundo y tercer piso. Además, tiene un estudio y 2 habitaciones auxiliares. Disfruta de una cocina y comedor amplios, garaje, jardín y una habitación adaptada como gimnasio. También cuenta con 2 balcones para relajarte y disfrutar de la vista. ¡No pierdas esta oferta única! Contáctanos para más detalles y adquiere esta casa perfecta para tu familia.",Código Fincaraíz:,191273645,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273645,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, San jose 000050, Las nieves",80.00  m2 m²,3,2,$304.000.000,3,menor a 1 año,,,"Atos Inmobiliaria vende apartamentos para estrenar en el centro de Tunja, cercanos a la Plazoleta de Las Nieves. Este proyecto, diseñado para brindar comodidad y calidad de vida, cuenta con 42 apartamentos. Ofrecemos 10 apartamentos de tres habitaciones, ideales para familias que buscan amplios y funcionales espacios. Además, disponemos de 16 apartamentos de dos habitaciones, perfectos para parejas o pequeñas familias.",Código Fincaraíz:,191273445,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273445,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Santa ana, Los muiscas",107.00  m2 m²,3,2,$507.000.000,5,menor a 1 año,,,¡Tu nuevo hogar te espera en el exclusivo sector Norte en Tunja!,,191272709,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191272709,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Coeducadores, Soamox",64.00  m2 m²,3,2,$248.000.000,4,1 a 8 años,3 Habs.,,ATOS INMOBILIARIA VENDE Apartamento Esquinero al Norte de Tunja,Código Fincaraíz:,191619059,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191619059,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Pirgua",97.00  m2 m²,4,2,$400.000.000,5,1 a 8 años,,", Ascensor, , Balcón, , Baño Auxiliar, , Calentador, , Citófono, , Cocina Integral, , Parqueadero Visitantes, , Parques cercanos, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia","INMOBILIARIA 2 MIL VENDE  APARTAMENTO PARA ESTRENAR, ubicado en el sector del CC Green Hills. Área: 97 mts2 + 2 parqueaderos. Consta de sala, comedor, cocina integral, zona de ropas independiente, balcón, baño social, 4 habitaciones, habitación principal con baño. valor: 400.000.000",,10751225,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/10751225,,
Finca,venta,Usado,"Santa barbara, Tunja, Boyaca","Santa barbara, Tunja, El paraiso",497.00  m2 m²,1,1,$750.000.000,3,16 a 30 años,,", Piso en Baldosa /  Mármol, , Trans. Público cercano, , Vista panorámica, Descripción, ¡Gran oportunidad de inversión en Santa Bárbara! Atos Inmobiliaria te ofrece esta amplia bodega de 497 m², ideal para almacenamiento o desarrollo empresarial. Cuenta con baño de servicio y oficina privada, en un sector estratégico con excelente conectividad, fácil acceso vehicular y alta valorización. Ubicada en una zona comercial y residencial consolidada, es perfecta para quienes buscan espacios funcionales en una ubicación privilegiada. No dejes pasar esta oportunidad. Contáctanos y agenda tu cita hoy mismo. ¡Invierte con seguridad, invierte con Atos Inmobiliaria!, Código Fincaraíz:, 192324819, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","¡Gran oportunidad de inversión en Santa Bárbara! Atos Inmobiliaria te ofrece esta amplia bodega de 497 m², ideal para almacenamiento o desarrollo empresarial. Cuenta con baño de servicio y oficina privada, en un sector estratégico con excelente conectividad, fácil acceso vehicular y alta valorización. Ubicada en una zona comercial y residencial consolidada, es perfecta para quienes buscan espacios funcionales en una ubicación privilegiada. No dejes pasar esta oportunidad. Contáctanos y agenda tu cita hoy mismo. ¡Invierte con seguridad, invierte con Atos Inmobiliaria!",Código Fincaraíz:,192324819,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/bodega-en-venta-en-santa-barbara-tunja/192324819,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, Ub. florida parque, La florida",55.00  m2 m²,3,2,$220.000.000,3,1 a 8 años,,", Ascensor, , Calentador, , Canchas Deportivas, , Cocina Integral, , Instalación de gas, , Loft, , Sobre vía principal, , Tanques de Agua, , Trans. Público cercano, , Vista panorámica, , Zona Residencial, , Área Urbana, Descripción, Atos Inmobiliaria te ofrece un exclusivo apartamento en el edificio Nogales de la Florida, ubicado en el barrio La Florida de Tunja. Este moderno apartamento cuenta con una amplia sala comedor que invita a disfrutar de momentos inolvidables en familia. La cocina integral, diseñada para aprovechar al máximo el espacio, se complementa perfectamente con la zona de ropas, proporcionando comodidad y funcionalidad en cada rincón.","Atos Inmobiliaria te ofrece un exclusivo apartamento en el edificio Nogales de la Florida, ubicado en el barrio La Florida de Tunja. Este moderno apartamento cuenta con una amplia sala comedor que invita a disfrutar de momentos inolvidables en familia. La cocina integral, diseñada para aprovechar al máximo el espacio, se complementa perfectamente con la zona de ropas, proporcionando comodidad y funcionalidad en cada rincón.",Código Fincaraíz:,191272843,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191272843,,
Finca,venta,Usado,"Tunja, Boyaca","Mesopotamia, Tunja, Santa ines",58.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$950.000.000,5,16 a 30 años,,", Alarma, , Cerca centro comercial, , Sobre vía principal, , Trans. Público cercano, , Zona Infantil, , Área Urbana, Descripción, VENDO LOCAL COMERCIAL ACREDITADO EN EL CENTRO COMERCIAL UNICENTRO FRENTE A LA ENTRADA 1",VENDO LOCAL COMERCIAL ACREDITADO EN EL CENTRO COMERCIAL UNICENTRO FRENTE A LA ENTRADA 1,,191273795,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273795,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, San ignacio",86.00  m2 m²,3,2,$230.000.000,4,16 a 30 años,,", Calentador, , Canchas Deportivas, , Cerca centro comercial, , Citófono, , Cocina Integral, , Instalación de gas, , Piso en Baldosa /  Mármol, , Vista panorámica, , Zona Residencial, , Área Urbana, Descripción, Atos Inmobiliaria ofrece en venta un apartamento ubicado en el centro de la ciudad de Tunja, a pocas cuadras de la Plaza de Bolívar, sobre la carrera 7ma. Este apartamento está en cercanías de los Bomberos, la Universidad Antonio Nariño y la Facultad de Salud de la UPTC.","Atos Inmobiliaria ofrece en venta un apartamento ubicado en el centro de la ciudad de Tunja, a pocas cuadras de la Plaza de Bolívar, sobre la carrera 7ma. Este apartamento está en cercanías de los Bomberos, la Universidad Antonio Nariño y la Facultad de Salud de la UPTC.",,191272891,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191272891,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Curubal, Manzanares",38.00  m2 m²,1,1,$135.000.000,3,1 a 8 años,1 Habs.,", Baño Auxiliar, , Canchas Deportivas, , Cerca de Zona Urbana, , Circuito cerrado de TV, , Closet, , Cochera, , Instalación de gas, , Parqueadero Visitantes, , Parques cercanos, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Vista panorámica","Código: 8588FR842 Excelente oportunidad de adquirir apartaestudio en el Portal de Bolívar en la ciudad de Tunja, cerca de la Universidad Nacional Abierta y a Distancia UNAD, parques y colegios, cuenta con una excelente vista e iluminación, fácil acceso de transporte público; el apartaestudio consta de una habitación con closet, baño, sala- comedor, cocina y zona de lavandería.",Código Fincaraíz:,192123481,Casa 360,https://www.fincaraiz.com.co/apartaestudio-en-venta/192123481,,
Finca,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Centro historico",19.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$140.000.000,5,¡Pregúntale!,19,", Ascensor, , Ascensor(es) inteligente(s), , Piso en Madera, , Portería / Recepción, , Ubicada en edificio, Descripción, Hermosa oficina  con excelente iluminacion en el centro de la ciudad  en el edificio Novocenter Centro De Negocios & Especialidades con lindos acabados  amplio ventanal en vidrio, pisos en madera, salas de espera, baterias de baños, seguiridad 24/7., Código Fincaraíz:, 191319863, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Hermosa oficina  con excelente iluminacion en el centro de la ciudad  en el edificio Novocenter Centro De Negocios & Especialidades con lindos acabados  amplio ventanal en vidrio, pisos en madera, salas de espera, baterias de baños, seguiridad 24/7.",,191319863,Inmobiliaria Fenix,https://www.fincaraiz.com.co/oficina-en-venta/191319863,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Jose joaquin camacho",60.00  m2 m²,2,2,$165.000.000,4,9 a 15 años,2 Habs.,", Baño Auxiliar, , Calentador, , Citófono, , Cocina Integral, , Colegios / Universidades, , Depósito / Bodega, , Parques cercanos, , Portería / Recepción, , Salón Comunal, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano","Apartamento muy bien ubicado, A dos cuadras del centro comercial centro norte,  Cercano a las universidades UPTC y Campus de la Universidad Santo Tómas. Fácil acceso a transporte.  El conjunto cuenta: Vigilancia las 24 horas, Salón social.  Lugares cercanos de interés:  Centro comercial Unicentro,  Viva,  Campus de la Universidad Santo Tómas.",,7723446,ENTORNO URBANO,https://www.fincaraiz.com.co/apartamento-en-venta/7723446,,
